iteration,loss
1,4.231001377105713
2,3.8536157608032227
3,3.6556663513183594
4,3.565207004547119
5,3.510462999343872
6,3.4956555366516113
7,3.4798505306243896
8,3.4398021697998047
9,3.36794114112854
10,3.431074619293213
11,3.393808603286743
12,3.3460848331451416
13,3.272366762161255
14,3.3677213191986084
15,3.2172491550445557
16,3.7885427474975586
17,3.5292539596557617
18,3.1779801845550537
19,3.1285321712493896
20,3.1394455432891846
21,3.075618267059326
22,3.0806851387023926
23,3.0610151290893555
24,2.999380350112915
25,3.0210518836975098
26,3.0000100135803223
27,2.9483814239501953
28,2.9215524196624756
29,2.9396286010742188
30,2.913675546646118
31,2.791520118713379
32,2.9213907718658447
33,2.8336410522460938
34,2.858086347579956
35,2.822411298751831
36,2.80880069732666
37,2.852607011795044
38,2.809290885925293
39,2.840568780899048
40,2.738968849182129
41,2.8117311000823975
42,2.7144341468811035
43,2.71136736869812
44,2.716602325439453
45,2.8161940574645996
46,2.683445930480957
47,2.697251558303833
48,2.7311038970947266
49,2.6572647094726562
50,2.6567280292510986
51,2.670008897781372
52,2.6589906215667725
53,2.6399765014648438
54,2.6372203826904297
55,2.583096742630005
56,2.669064521789551
57,2.6488077640533447
58,2.6691062450408936
59,2.6499295234680176
60,2.730319023132324
61,2.649798631668091
62,2.659001588821411
63,2.588411331176758
64,2.6144325733184814
65,2.590677499771118
66,2.6006691455841064
67,2.6104660034179688
68,2.620490312576294
69,2.584498405456543
70,2.565842628479004
71,2.514681816101074
72,2.552725315093994
73,2.5430681705474854
74,2.5762171745300293
75,2.6013848781585693
76,2.570945978164673
77,2.5775773525238037
78,2.4797325134277344
79,2.5678789615631104
80,2.582394599914551
81,2.5221426486968994
82,2.5237436294555664
83,2.5268397331237793
84,2.4757299423217773
85,2.548999547958374
86,2.4940292835235596
87,2.494443655014038
88,2.558642625808716
89,2.5618741512298584
90,2.482875347137451
91,2.5656344890594482
92,2.509861946105957
93,2.517944097518921
94,2.4665956497192383
95,2.471820116043091
96,2.5142273902893066
97,2.468867301940918
98,2.435023546218872
99,2.5122244358062744
100,2.543757915496826
101,2.4707396030426025
102,2.4730937480926514
103,2.4695863723754883
104,2.486328363418579
105,2.504102945327759
106,2.4492340087890625
107,2.532029628753662
108,2.547183036804199
109,2.4836766719818115
110,2.4106290340423584
111,2.468325614929199
112,2.4721338748931885
113,2.4464871883392334
114,2.4929707050323486
115,2.482170581817627
116,2.3696634769439697
117,2.381566286087036
118,2.455725908279419
119,2.4477767944335938
120,2.436307430267334
121,2.516507148742676
122,2.4097235202789307
123,2.4023680686950684
124,2.4998719692230225
125,2.4746155738830566
126,2.4568541049957275
127,2.418605327606201
128,2.4337375164031982
129,2.4969053268432617
130,2.3742733001708984
131,2.465871572494507
132,2.3861842155456543
133,2.3962459564208984
134,2.4183249473571777
135,2.4151511192321777
136,2.3984341621398926
137,2.3948075771331787
138,2.430441379547119
139,2.427288055419922
140,2.4077181816101074
141,2.3799872398376465
142,2.3147194385528564
143,2.4051334857940674
144,2.4333133697509766
145,2.368530035018921
146,2.374979019165039
147,2.343191623687744
148,2.4098923206329346
149,2.4153058528900146
150,2.43601131439209
151,2.4087042808532715
152,2.421790838241577
153,2.461953639984131
154,2.4243240356445312
155,2.5028810501098633
156,2.446516990661621
157,2.4036240577697754
158,2.434434175491333
159,2.4085330963134766
160,2.4519405364990234
161,2.366061210632324
162,2.369046926498413
163,2.4008724689483643
164,2.3405086994171143
165,2.3450071811676025
166,2.3950014114379883
167,2.43328595161438
168,2.3760228157043457
169,2.411616563796997
170,2.3363678455352783
171,2.4096789360046387
172,2.335298538208008
173,2.334855556488037
174,2.399395227432251
175,2.3830695152282715
176,2.395575761795044
177,2.383777379989624
178,2.407467842102051
179,2.366452217102051
180,2.38390851020813
181,2.324944019317627
182,2.362981081008911
183,2.383592128753662
184,2.3610682487487793
185,2.3495097160339355
186,2.3977584838867188
187,2.332728147506714
188,2.3864290714263916
189,2.394686698913574
190,2.3917272090911865
191,2.2810704708099365
192,2.335963249206543
193,2.38322377204895
194,2.3320515155792236
195,2.3490633964538574
196,2.2677743434906006
197,2.410463571548462
198,2.3170549869537354
199,2.327603578567505
200,2.3519387245178223
201,2.3669629096984863
202,2.4104764461517334
203,2.300478458404541
204,2.3760933876037598
205,2.3694398403167725
206,2.297214984893799
207,2.328376531600952
208,2.295551300048828
209,2.289381742477417
210,2.3170135021209717
211,2.337778091430664
212,2.32269549369812
213,2.274829626083374
214,2.3374078273773193
215,2.3048899173736572
216,2.4195051193237305
217,2.339866876602173
218,2.362508535385132
219,2.39024019241333
220,2.3071844577789307
221,2.2317419052124023
222,2.2393605709075928
223,2.3029253482818604
224,2.2287425994873047
225,2.3092870712280273
226,2.3659403324127197
227,2.286386489868164
228,2.2813961505889893
229,2.3127708435058594
230,2.2321059703826904
231,2.2823755741119385
232,2.345881938934326
233,2.3579514026641846
234,2.3141283988952637
235,2.322453737258911
236,2.3123316764831543
237,2.258709192276001
238,2.3169021606445312
239,2.3164210319519043
240,2.266073703765869
241,2.2277231216430664
242,2.3373968601226807
243,2.3473589420318604
244,2.2729196548461914
245,2.311624765396118
246,2.3678905963897705
247,2.278795003890991
248,2.2563626766204834
249,2.2317492961883545
250,2.3459854125976562
251,2.267854928970337
252,2.2260262966156006
253,2.3681509494781494
254,2.2512924671173096
255,2.2326407432556152
256,2.2874178886413574
257,2.245119333267212
258,2.2790865898132324
259,2.2391438484191895
260,2.242077350616455
261,2.322260618209839
262,2.254467725753784
263,2.317148208618164
264,2.3320064544677734
265,2.3192062377929688
266,2.3001279830932617
267,2.3076584339141846
268,2.16675066947937
269,2.2554168701171875
270,2.305156707763672
271,2.2138025760650635
272,2.2688376903533936
273,2.206995725631714
274,2.24990177154541
275,2.2581546306610107
276,2.2562475204467773
277,2.2790000438690186
278,2.2521839141845703
279,2.2044732570648193
280,2.179577112197876
281,2.2868402004241943
282,2.2317237854003906
283,2.210240125656128
284,2.302994728088379
285,2.201374053955078
286,2.1965885162353516
287,2.237067222595215
288,2.2886266708374023
289,2.2690317630767822
290,2.2811717987060547
291,2.234454870223999
292,2.2296435832977295
293,2.2233214378356934
294,2.1940433979034424
295,2.1570258140563965
296,2.30558705329895
297,2.209794044494629
298,2.232994318008423
299,2.1809799671173096
300,2.2782959938049316
301,2.3335819244384766
302,2.256478786468506
303,2.254427433013916
304,2.237213134765625
305,2.2096550464630127
306,2.273094415664673
307,2.244489908218384
308,2.1599783897399902
309,2.210319995880127
310,2.2412681579589844
311,2.269634962081909
312,2.248710870742798
313,2.1828360557556152
314,2.238642930984497
315,2.1497035026550293
316,2.2287189960479736
317,2.1638705730438232
318,2.2423577308654785
319,2.1839442253112793
320,2.2534427642822266
321,2.1933324337005615
322,2.2177810668945312
323,2.2073371410369873
324,2.2531745433807373
325,2.196709156036377
326,2.2204818725585938
327,2.2872869968414307
328,2.25974440574646
329,2.2082223892211914
330,2.2417261600494385
331,2.163527727127075
332,2.2850959300994873
333,2.265454053878784
334,2.233217239379883
335,2.1843032836914062
336,2.2302358150482178
337,2.230419635772705
338,2.1706247329711914
339,2.2221693992614746
340,2.219451665878296
341,2.2408549785614014
342,2.1888222694396973
343,2.264617919921875
344,2.2031044960021973
345,2.1793038845062256
