iteration,loss
1,2.71354603767395
2,2.7645657062530518
3,2.4391236305236816
4,2.39689302444458
5,2.357435703277588
6,2.3074193000793457
7,2.282058000564575
8,2.26218318939209
9,2.2397053241729736
10,2.20735239982605
11,2.193500280380249
12,2.1475419998168945
13,2.1690585613250732
14,2.1072709560394287
15,2.1052045822143555
16,2.085141181945801
17,2.084493398666382
18,2.07415771484375
19,2.093019962310791
20,2.052476644515991
21,2.063108205795288
22,2.0167698860168457
23,2.0332651138305664
24,2.0455515384674072
25,2.024418592453003
26,1.9958782196044922
27,1.983407735824585
28,1.9906795024871826
29,1.9866386651992798
30,1.982622742652893
31,1.9905067682266235
32,1.9801104068756104
33,1.9693766832351685
34,1.9385509490966797
35,1.9689279794692993
36,1.9586493968963623
37,1.9555282592773438
38,1.9662625789642334
39,1.9577990770339966
40,1.9348279237747192
41,1.9304810762405396
42,1.933858036994934
43,1.950137734413147
44,1.9470988512039185
45,1.9520330429077148
46,1.9296075105667114
47,1.9142186641693115
48,1.9283459186553955
49,1.9050127267837524
50,1.9177415370941162
51,1.921492576599121
52,1.8930079936981201
53,1.9139219522476196
54,1.9032018184661865
55,1.8862276077270508
56,1.867079257965088
57,1.89923894405365
58,1.8959743976593018
59,1.8914967775344849
60,1.870389461517334
61,1.8763917684555054
62,1.887284278869629
63,1.8766402006149292
64,1.865657091140747
65,1.8661472797393799
66,1.895585536956787
67,1.8578479290008545
68,1.866513729095459
69,1.8637303113937378
70,1.8807178735733032
71,1.8621832132339478
72,1.8690046072006226
73,1.8776893615722656
74,1.8668581247329712
75,1.8759620189666748
76,1.8395873308181763
77,1.8566675186157227
78,1.8392106294631958
79,1.8425804376602173
80,1.8452985286712646
81,1.8265774250030518
82,1.843129277229309
83,1.8443986177444458
84,1.8412147760391235
85,1.8728363513946533
86,1.8330461978912354
87,1.8502111434936523
88,1.8185179233551025
89,1.8247764110565186
90,1.8296626806259155
91,1.8124979734420776
92,1.8181982040405273
93,1.8251477479934692
94,1.829132080078125
95,1.808347225189209
96,1.8079676628112793
97,1.8306634426116943
98,1.8345491886138916
99,1.8038891553878784
100,1.783634901046753
101,1.8208842277526855
102,1.8182646036148071
103,1.8074942827224731
104,1.7789558172225952
105,1.8138257265090942
106,1.7884374856948853
107,1.8191920518875122
108,1.7757879495620728
109,1.7638630867004395
110,1.7849485874176025
111,1.7715115547180176
112,1.7964211702346802
113,1.7801856994628906
114,1.7863322496414185
115,1.7782270908355713
116,1.7837094068527222
117,1.7991589307785034
118,1.8007683753967285
119,1.7878954410552979
120,1.7970737218856812
121,1.7802433967590332
122,1.7644987106323242
123,1.7916446924209595
124,1.7756301164627075
125,1.7724950313568115
126,1.8098012208938599
127,1.7835320234298706
128,1.7585654258728027
129,1.7711838483810425
130,1.7338238954544067
131,1.7739527225494385
132,1.7893729209899902
133,1.7804176807403564
134,1.772641897201538
135,1.7642854452133179
136,1.7317527532577515
137,1.7543764114379883
138,1.7642947435379028
139,1.742785930633545
140,1.7510286569595337
141,1.7268527746200562
142,1.7297338247299194
143,1.7530580759048462
144,1.7359187602996826
145,1.7442188262939453
146,1.7138123512268066
147,1.7295607328414917
148,1.7268911600112915
149,1.7122571468353271
150,1.7685827016830444
151,1.7395604848861694
152,1.6979936361312866
153,1.7411425113677979
154,1.7310999631881714
155,1.7077724933624268
156,1.7278155088424683
